Married,237,124,1339,214,20930,1480,10079,136,474,40300,6047,672,249,2985,993,161,541,379,1053,108,4901,34242,2695,1127,184,789,46,184,1285,1249,15787,470,12817,2701,177,1479,272,925,5171,902,1801,87,602,10469,2159,115,3219,2051,107,359,48
Widowed,0,0,64,0,886,27,207,0,0,2763,133,55,0,96,0,42,0,0,32,50,163,879,116,0,0,33,0,0,19,0,1077,0,607,263,0,91,0,72,264,70,47,0,75,225,103,0,197,23,14,9,8
Divorced,57,21,252,23,4886,267,1980,56,50,8930,932,114,10,375,148,70,36,54,98,41,462,6659,310,66,28,247,0,11,565,371,2749,186,2989,652,0,235,46,457,753,66,146,0,51,1198,483,0,398,233,32,70,5
Separated,16,0,0,0,1070,0,706,7,69,1880,63,0,0,66,0,0,0,0,8,0,182,2359,66,0,0,0,0,0,45,14,1000,46,881,74,0,17,0,102,244,0,202,0,25,161,77,0,146,87,0,43,0
Never married or < 15,234,60,737,95,9732,657,3346,233,1017,16614,3089,181,284,1815,668,431,224,322,883,121,2290,17297,1205,812,94,534,74,106,765,497,8194,143,6958,1538,269,1400,243,587,3363,79,916,6,395,3848,866,35,1300,1280,142,605,4
Naturalized Citizen,176,156,1048,72,15760,897,4712,94,592,29601,3332,534,91,1912,619,376,384,150,368,211,2388,18335,1205,630,77,621,3,71,1244,480,10330,509,10367,1569,47,1182,203,962,2410,457,930,13,537,6255,1489,115,2287,1157,151,283,38
American citizen,368,49,1344,260,21744,1534,11606,338,1018,40886,6932,488,452,3425,1190,328,417,605,1706,109,5610,43101,3187,1375,229,982,117,230,1435,1651,18477,336,13885,3659,399,2040,358,1181,7385,660,2182,80,611,9646,2199,35,2973,2517,144,803,27
Entered US before 1999,137,79,871,72,16717,859,7619,160,680,31864,3066,427,94,1678,523,401,162,236,630,264,2746,23074,1229,407,49,627,34,75,1327,687,13570,248,13413,2101,14,1240,183,1022,2402,568,914,38,413,5751,1449,60,2415,1006,139,211,48
Entered US 2000 or later,407,126,1521,260,20787,1572,8699,272,930,38623,7198,595,449,3659,1286,303,639,519,1444,56,5252,38362,3163,1598,257,976,86,226,1352,1444,15237,597,10839,3127,432,1982,378,1121,7393,549,2198,55,735,10150,2239,90,2845,2668,156,875,17
Less than high school,74,151,253,85,3670,197,3506,88,262,10833,1352,128,36,624,253,25,184,102,380,24,1859,12136,681,333,0,250,45,0,425,301,6235,54,3141,631,66,272,22,292,2755,51,587,6,162,1889,412,0,365,353,0,64,4
HighSchool,168,41,1184,197,15480,988,9488,260,428,35486,5261,545,416,2300,692,257,235,297,1037,171,3106,39664,1353,699,92,513,72,123,1472,1200,16860,482,10680,2655,229,1498,413,887,4287,635,1612,0,322,5461,1723,58,2299,1570,138,672,23
Bachelors Degree of Higher,302,13,955,50,18354,1246,3324,84,920,24168,3651,349,91,2413,864,422,382,356,657,125,3033,9636,2358,973,214,840,3,178,782,630,5712,309,10431,1942,151,1452,126,964,2753,431,913,87,664,8551,1553,92,2596,1751,157,350,38
Males In Civilian Labor Force,122,59,554,55,12860,680,7071,102,340,22063,3506,220,102,1526,629,248,224,145,1057,100,2497,26105,1339,513,84,484,31,23,811,908,10695,338,8079,1721,155,1350,152,782,3506,341,1421,19,328,4755,1171,0,1518,1369,77,270,23
Females In Civilian Labor Force,172,35,925,102,12567,796,5424,139,468,23779,3588,492,31,1565,427,189,285,149,497,96,2792,23203,1187,358,116,455,0,157,954,668,9377,337,9051,1643,150,873,306,524,3313,456,829,25,340,4813,1363,71,1962,1001,86,192,22
Unemployed Males,0,0,23,0,505,8,321,0,0,1050,154,0,0,45,32,0,0,0,143,0,93,908,53,0,8,0,0,0,29,64,535,24,327,45,0,65,0,47,181,20,39,0,36,167,80,0,106,109,0,18,0
Unemployed Females,107,0,168,0,898,0,260,0,69,1326,153,25,0,138,0,0,19,0,6,0,254,1715,28,53,0,0,0,0,95,0,866,15,493,89,0,71,9,42,153,42,45,0,27,472,78,0,93,176,0,12,0
Private Wage & Salary Workers,190,72,1029,180,18441,1159,7554,280,359,32387,4702,519,313,2601,976,278,402,289,1022,86,3331,34013,2375,1124,143,608,12,140,1566,1174,14726,302,11719,2185,46,2049,262,1029,4915,424,1407,25,465,7544,1995,22,2822,1813,135,575,24
Government Workers,25,0,357,10,2304,310,608,13,246,2484,388,86,16,322,163,240,57,98,19,6,832,1779,249,35,50,194,39,58,89,177,957,294,1316,463,194,57,75,76,329,64,189,19,107,1280,345,0,475,247,43,82,21
Self employed Not incorporated,0,21,73,0,4852,172,3866,18,120,8449,2072,112,49,291,58,13,92,0,200,75,1015,10968,111,136,23,145,40,0,305,239,3933,0,3342,686,24,164,73,263,1793,237,629,0,92,1513,218,11,387,353,3,34,0
Self employed Incorporated,37,13,97,0,1531,55,911,33,30,6906,579,98,0,183,34,0,0,13,182,0,276,2268,54,38,8,35,0,0,50,41,1335,68,1349,204,0,28,0,0,201,50,207,0,24,398,81,0,226,19,8,12,16
"Professional, Scientific, & Technical Services Administration and Support Waste Management Services ",100,0,254,0,4771,253,2708,23,327,9022,1894,45,177,592,108,39,48,61,165,0,1168,10201,325,127,23,178,0,0,195,525,2983,48,2608,582,0,204,0,230,1949,111,323,0,103,2100,511,0,861,788,62,42,0
Construction,0,59,0,0,899,132,3004,94,10,5559,646,6,0,41,34,0,3,0,610,0,745,9648,0,28,0,25,31,0,161,104,4926,46,2181,323,0,157,0,54,1608,119,777,0,45,365,32,0,118,91,0,10,5
Other Services,0,9,64,0,2959,92,2700,63,188,5999,1261,18,0,238,18,0,36,0,0,41,843,8189,70,28,0,27,9,18,246,57,3440,46,2299,419,0,267,27,28,1229,134,228,0,0,1101,234,0,432,194,12,0,0
Arts Entertainment and Recreation & Accomodation and Food,66,0,218,0,3711,167,1043,102,179,5349,637,214,14,219,221,70,162,40,216,41,220,6939,143,91,39,181,12,35,775,390,1971,70,2035,392,105,192,126,150,423,30,233,25,55,1097,214,0,374,152,48,93,0
"Educational services, and health care and social assistance",63,26,551,67,5699,473,1441,28,171,6632,1047,157,70,1188,527,293,262,163,195,125,1304,6959,567,426,116,408,39,102,197,142,2550,259,3688,818,136,385,146,364,571,372,291,19,242,2185,637,70,837,361,25,151,43
Manufacturing,0,0,151,16,2037,178,601,28,0,2303,651,80,71,570,329,21,99,40,60,0,137,2453,1075,299,0,59,0,0,33,222,1314,67,801,413,0,617,41,251,709,52,280,0,124,1295,593,10,104,161,0,246,0
Retail Trade,23,0,36,23,2034,64,652,0,8,5812,535,121,36,374,69,0,33,37,85,0,276,3096,360,284,38,18,0,48,226,97,1524,75,1539,267,19,170,81,130,612,118,154,0,109,851,189,11,380,293,0,98,0
"Management, Professional and Related",213,13,840,50,13922,978,2646,100,715,17462,2697,390,189,2066,755,318,294,320,445,55,2279,8696,1895,796,114,720,39,113,586,391,4632,451,8105,1456,132,1001,160,742,2175,429,757,44,389,6204,928,45,2285,1204,121,309,29
Construction & Extraction Occupations,47,13,274,33,6233,346,5302,177,236,12336,2936,208,44,670,312,79,297,0,395,152,1860,21968,276,157,38,210,12,57,720,616,7059,84,4708,848,116,672,178,320,2461,256,651,0,107,1980,699,0,971,450,61,158,8
Sales & Office,23,41,451,107,5526,213,1537,12,112,13923,1404,185,36,774,198,26,51,80,234,0,1019,6353,516,407,64,85,0,49,480,120,3127,171,3402,807,66,398,127,339,814,125,206,0,113,2361,700,36,671,494,0,165,9
Services Occupations,0,59,0,0,481,86,2863,79,10,4017,531,6,0,41,0,30,0,0,442,0,624,8603,20,37,8,25,31,0,48,91,4263,0,1731,328,0,213,0,12,1651,119,658,0,45,306,32,0,128,87,0,34,0
Maintenance & Repair Occupations,0,0,10,0,259,10,296,0,0,1534,59,24,0,118,14,113,0,0,19,0,86,1226,9,36,0,0,9,0,140,76,644,0,365,35,10,52,0,26,214,0,12,0,25,196,0,0,23,12,0,0,0
"Production, Transportation, and Material Moving Occupation",57,0,84,0,2859,133,916,0,11,3463,509,40,109,311,131,0,23,0,111,30,249,5911,284,27,0,57,0,18,111,412,2317,28,947,177,0,282,37,82,494,64,250,0,91,649,497,10,212,397,16,85,15
Population for whom poverty status is determined,536,205,2267,322,36846,2270,16259,334,1439,70009,10092,1022,288,5041,1544,626,739,644,2063,305,7996,61052,4121,1911,282,1400,60,238,2552,2074,28651,830,23667,5139,376,3079,481,2038,9575,1080,3061,93,1054,15495,3637,115,5206,3569,259,860,65
Individuals Below Poverty,112,26,243,90,4936,176,1470,62,377,10240,995,48,70,1125,96,233,50,223,385,41,747,7302,708,432,91,277,57,43,354,205,4157,200,2700,778,316,572,136,387,1273,88,258,6,131,1649,620,0,673,420,67,146,9
Earnings,"$13,801 ","$124,580 ","$30,624 ","$9,814 ","$25,559 ","$19,008 ","$24,334 ","$23,320 ","$40,341 ","$24,182 ","$22,306 ","$30,228 ",$806 ,"$20,279 ","$17,649 ","$15,840 ","$30,228 ","$5,606 ","$20,279 ","$10,223 ","$30,647 ","$25,348 ","$21,194 ","$12,672 ","$7,393 ","$29,069 ","$3,114 ","$21,120 ","$24,916 ","$24,182 ","$20,756 ","$12,268 ","$25,559 ","$17,753 ","$9,712 ","$26,362 ","$12,166 ","$20,279 ","$23,233 ","$24,182 ","$21,120 ","$36,961 ","$24,536 ","$22,492 ","$16,610 ","$1,056 ","$29,069 ","$14,509 ","$12,039 ","$3,737 ","$52,801 "
Earnings (incl 0 and neg),"$25,348 ","$124,580 ","$39,585 ","$22,492 ","$36,501 ","$30,670 ","$28,212 ","$29,569 ","$47,521 ","$30,670 ","$30,670 ","$41,064 ","$26,401 ","$31,145 ","$40,556 ","$15,840 ","$46,718 ","$46,640 ","$31,145 ","$14,610 ","$36,336 ","$29,069 ","$51,117 ","$51,909 ","$10,223 ","$51,185 ","$3,114 ","$28,918 ","$30,670 ","$24,916 ","$26,401 ","$25,559 ","$36,336 ","$29,403 ","$10,382 ","$31,145 ","$18,338 ","$25,348 ","$30,228 ","$31,681 ","$30,228 ","$36,961 ","$33,250 ","$42,585 ","$25,559 ","$70,754 ","$40,304 ","$43,598 ","$28,031 ","$30,417 ","$52,801 "
Immigrant Business Owners,'12,345', '4,001', '73,843', '9,957', '928,801', '37,743', '45,439', '4,872', '6,847', '388,086', '88,950', '19,006', '4,903', '128,770', '19,676', '7,353', '10,480', '8,449', '19,177', '3,127', '69,882', '73,304', '43,008', '22,639', '5,586', '16,093', '2,259', '5,456', '34,766', '5,858', '139,640', '15,488', '355,575', '53,518', '965', '31,025', '14,847', '31,707', '56,370', '8,131', '18,407', '1199', '24,281', '382,460', '14,912', '2,673', '77,043', '66,901', '1,699', '15,082', '841'
Brazilian Immigrant Business Owners,'107', '33', '158', '0', '5,789', '156', '4,523', '53', '162', '14,103', '2,641', '191', '66', '348', '57', '13', '57', '14', '387', '71', '1,624', '12,284', '240', '227', '37', '59', '39', '0', '372', '267', '5,231', '0', '5,002', '609', '22', '173', '25', '206', '1,657', '304', '726', '0', '63', '1,901', '285', '12', '637', '446', '2', '46', '15'
​
